title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
Sofa 6 seater for sale,55000.0,Sofa,Used,,Description 1 year used feels like brand new molty foam installed inside,https://www.olx.com.pk/item/sofa-6-seater-for-sale-iid-1105247592,Sofa 6 seater for sale Description 1 year used feels like brand new molty foam installed inside,1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,6.0,1,1,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,55000.0,4
bed set / bed room set for sale /wooden bed set,25000.0,Bed,Used,Wood,"Description Includes

King size bed
2 side tables
1 crockery unit 
1 corner
1 4 door cupboard
1 dressing table

You will need a carpenter to deassemble it and load it

Dc by buyer",https://www.olx.com.pk/item/bed-set-bed-room-set-for-sale-wooden-bed-set-iid-1104796650,"bed set / bed room set for sale /wooden bed set Description Includes

King size bed
2 side tables
1 crockery unit 
1 corner
1 4 door cupboard
1 dressing table

You will need a carpenter to deassemble it and load it

Dc by buyer",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,25000.0,14
Recliner - Electric / Manual Sofa Recliners - 3 Seater Recliners Sale,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-3-seater-recliners-sale-iid-1104831147,"Recliner - Electric / Manual Sofa Recliners - 3 Seater Recliners Sale Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",1,1,0,0,0,4,2,26.0,20.0,0.0,0.0,3.0,1,0,5,0,0,0,1,0,0,0,0.0,10,3,0,15,0.0,68000.0,10
9 seater Luxury sofa set - Modern and comfortable,25000.0,Sofa,Used,,"Description 9 Seater Luxury Sofa Set – Modern & Comfortable

Upgrade your living room with this stylish 9-seater sofa set – perfect for families or those who love entertaining!

 Condition: Excellent / Gently Used 
 Design: Modern & elegant with a luxurious touch
 Comfortable cushions and premium upholstery
 Ideal for home, office, or guest lounge
 Sturdy frame – built to last",https://www.olx.com.pk/item/9-seater-luxury-sofa-set-modern-and-comfortable-iid-1104894517,"9 seater Luxury sofa set - Modern and comfortable Description 9 Seater Luxury Sofa Set – Modern & Comfortable

Upgrade your living room with this stylish 9-seater sofa set – perfect for families or those who love entertaining!

 Condition: Excellent / Gently Used 
 Design: Modern & elegant with a luxurious touch
 Comfortable cushions and premium upholstery
 Ideal for home, office, or guest lounge
 Sturdy frame – built to last",1,1,0,1,0,2,0,26.0,20.0,0.0,0.0,9.0,0,1,9,0,0,0,0,1,1,0,0.0,4,2,1,13,0.0,25000.0,4
"bed set, double bed, king size bed, polish bed, bed for sale, beds",29999.0,Bed,New,Wood,"Description Jutt furniture shop 
All type of bed sets are available 

Bed  29999
Side's table 10000
dressing 19999

king size bed 
queen size bed 
double bed
single bed 
side tables 
dressing tables
can be made on your demand also 

Contact us 
03/26/44/77/63/4",https://www.olx.com.pk/item/bed-set-double-bed-king-size-bed-polish-bed-bed-for-sale-beds-iid-1104015386,"bed set, double bed, king size bed, polish bed, bed for sale, beds Description Jutt furniture shop 
All type of bed sets are available 

Bed  29999
Side's table 10000
dressing 19999

king size bed 
queen size bed 
double bed
single bed 
side tables 
dressing tables
can be made on your demand also 

Contact us 
03/26/44/77/63/4",2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,29999.0,8
double mattress/foam/Medicated / SIngle Double Spring bed/Folding matt,2999.0,Bed,New,Foam,"Description We deal in all kind of good quality medicated/foam mattress cumebeds on good rates

We have all sizes mattressess available on very good rate


We deal in 
=/ SIngle mattress
=/ Double mattress
=/ Spring Mattress
=/ Ortho Mattress
=/ Sofa Material
=/ foam sheets
=/ Carpet underlay
=/ Sofa gadi 
=/ Goa pillow
=/ pilo 

shops locations  = AMARPURA CHOWK/CHAH SULTAN/CHAKLALA ROAD RWP/GOLRA ROAD ISB

Contact us : 0/3/3/9/4/1/1/1/1/2/3 whatsapp or call
. . .  . . .",https://www.olx.com.pk/item/double-mattressfoammedicated-single-double-spring-bedfolding-matt-iid-1093275419,"double mattress/foam/Medicated / SIngle Double Spring bed/Folding matt Description We deal in all kind of good quality medicated/foam mattress cumebeds on good rates

We have all sizes mattressess available on very good rate


We deal in 
=/ SIngle mattress
=/ Double mattress
=/ Spring Mattress
=/ Ortho Mattress
=/ Sofa Material
=/ foam sheets
=/ Carpet underlay
=/ Sofa gadi 
=/ Goa pillow
=/ pilo 

shops locations  = AMARPURA CHOWK/CHAH SULTAN/CHAKLALA ROAD RWP/GOLRA ROAD ISB

Contact us : 0/3/3/9/4/1/1/1/1/2/3 whatsapp or call
. . .  . . .",1,1,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,1,0,0.0,4,0,1,11,0.0,2999.0,4
Wood Works | Cupboard | Wardrobe | Kitchen Cabinet | Fiber Doors,30000.0,Furniture,New,,"Description Welcome to Usm furntiure house
Over Services…
 Kitchen Cabinets. 
 Beds / Wardrobes
 Media Walls
Shoes Rack
Dinning Table
Pvc door Fiber door
Venti Solid, Semi Solid & Engineer Doors. 
All Types of Wood & Plywood Works
Prices vary based on customization and will be discussed over a phone call. 
Contact us now for details and quotations. . . 
For Details Call, SMS, Inbox and WhatsApp. 
Contact:   (View phone number)",https://www.olx.com.pk/item/wood-works-cupboard-wardrobe-kitchen-cabinet-fiber-doors-iid-1104253362,"Wood Works | Cupboard | Wardrobe | Kitchen Cabinet | Fiber Doors Description Welcome to Usm furntiure house
Over Services…
 Kitchen Cabinets. 
 Beds / Wardrobes
 Media Walls
Shoes Rack
Dinning Table
Pvc door Fiber door
Venti Solid, Semi Solid & Engineer Doors. 
All Types of Wood & Plywood Works
Prices vary based on customization and will be discussed over a phone call. 
Contact us now for details and quotations. . . 
For Details Call, SMS, Inbox and WhatsApp. 
Contact:   (View phone number)",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,30000.0,14
Brand New Diamond Supreme Pro King Size,32000.0,Bed,New,Foam,"Description Selling Brand New Diamond Supreme Pro Foam direct from shop. 

Original Price 35,000RS, I want to buy Diamond Supreme Memory thats why giving discount for 3,000RS. 

Final Price 32,000RS, 1 year warranty from date of purchase. 

Size: King (78×72inch)
Thickness: 6inch",https://www.olx.com.pk/item/brand-new-diamond-supreme-pro-king-size-iid-1105398796,"Brand New Diamond Supreme Pro King Size Description Selling Brand New Diamond Supreme Pro Foam direct from shop. 

Original Price 35,000RS, I want to buy Diamond Supreme Memory thats why giving discount for 3,000RS. 

Final Price 32,000RS, 1 year warranty from date of purchase. 

Size: King (78×72inch)
Thickness: 6inch",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,1,0.0,4,0,2,14,0.0,32000.0,0
Sofa Set //7 seater sofa set With3 Seater Sofa Cum Bed //5 seater Sofa,55000.0,Sofa,Used,,"Description 7 seater mint condition sofa set. 
(3 seater is sofa cum bed)

interested may contact
Only First come First serve basis. . . 

Contact
https://wa. me/0335 / 2281 / 119",https://www.olx.com.pk/item/sofa-set-7-seater-sofa-set-with3-seater-sofa-cum-bed-5-seater-sofa-iid-1105328092,"Sofa Set //7 seater sofa set With3 Seater Sofa Cum Bed //5 seater Sofa Description 7 seater mint condition sofa set. 
(3 seater is sofa cum bed)

interested may contact
Only First come First serve basis. . . 

Contact
https://wa. me/0335 / 2281 / 119",1,1,1,0,0,2,0,26.0,20.0,0.0,0.0,7.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,55000.0,4
Sofa poshish // Furniture polish // sofa repair// wall poshish,2000.0,Sofa,Used,,"Description (Hafiz furniture factory )
0322 / 6606 / 617

If you are looking for high-quality SOFA SETS at affordable prices & want more designs then Call/Whatsapp on (0322 / 6606 / 617)
Luxury SOFA Sets graceful and decent. 

** All latest design sofa sets munasib rate pay order par tyar kiyai jatay hain. 
~ 6 seter sofa set
. ~Backless Deewan
~ Centre Table
~Corner sofa/L shaped
~Bedroom Chairs
~ satti
~stools

** purana sofa set ki poshish tabdeel karwain

** Poshish colours can be changed on your demand. 
Soild wood structure. 

** ORDER NOW
Foam 10 years warranty , 15 years structure guarantee, excellent finishing. 
**Proprietor : Farooq azam

Location: Harbunspura diyal house lahore
opening Timings: 9 Am to 9 pm",https://www.olx.com.pk/item/sofa-poshish-furniture-polish-sofa-repair-wall-poshish-iid-1103080751,"Sofa poshish // Furniture polish // sofa repair// wall poshish Description (Hafiz furniture factory )
0322 / 6606 / 617

If you are looking for high-quality SOFA SETS at affordable prices & want more designs then Call/Whatsapp on (0322 / 6606 / 617)
Luxury SOFA Sets graceful and decent. 

** All latest design sofa sets munasib rate pay order par tyar kiyai jatay hain. 
~ 6 seter sofa set
. ~Backless Deewan
~ Centre Table
~Corner sofa/L shaped
~Bedroom Chairs
~ satti
~stools

** purana sofa set ki poshish tabdeel karwain

** Poshish colours can be changed on your demand. 
Soild wood structure. 

** ORDER NOW
Foam 10 years warranty , 15 years structure guarantee, excellent finishing. 
**Proprietor : Farooq azam

Location: Harbunspura diyal house lahore
opening Timings: 9 Am to 9 pm",1,1,1,1,1,3,1,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,1,0.0,7,0,2,16,0.0,2000.0,7
Room Chairs Set For Sale Best Quality Low Price,17000.0,Furniture,New,,"Description کیا آپ کو اچھا اور مضبوط فرنیچر چاہئیے ؟
سستا فرنیچرڈاریکٹ فیکٹری سے اُٹھائیں
Best Offer 2025
Sale Sale Sale 
Flower Chair Price 25000
Mora Chair Price 15000
Seati 2 Seater Price 15000
High Back chair Price 25000
نوٹ:دکاندارحضرات اپنے شوروم کے لئےہم سے ہول سیل ریٹ پے مال خریدنے کے لئے رابطہ کریں
ان کے علاوہ اور بھی بہت سے ڈیزائن موجود ہیں  
ایڈریس:ٹھوکر نیاز بیگ لاہور -
Call & Whatsapp 
 کے لیے اس واٹس ایپ پر رابطہ کریں۔
#eidoffer2025 #newroomchair #bestfurniture2025 #roomchairs2025 #roomchairsdesign #flowerchairs #seatisofa
#morachairs
#funriture #newfurniture2025 #olx #olxlahore #olxpakistan #bestoffer2025 @olxpakistan @mehboobiyafurniture",https://www.olx.com.pk/item/room-chairs-set-for-sale-best-quality-low-price-iid-1102278386,"Room Chairs Set For Sale Best Quality Low Price Description کیا آپ کو اچھا اور مضبوط فرنیچر چاہئیے ؟
سستا فرنیچرڈاریکٹ فیکٹری سے اُٹھائیں
Best Offer 2025
Sale Sale Sale 
Flower Chair Price 25000
Mora Chair Price 15000
Seati 2 Seater Price 15000
High Back chair Price 25000
نوٹ:دکاندارحضرات اپنے شوروم کے لئےہم سے ہول سیل ریٹ پے مال خریدنے کے لئے رابطہ کریں
ان کے علاوہ اور بھی بہت سے ڈیزائن موجود ہیں  
ایڈریس:ٹھوکر نیاز بیگ لاہور -
Call & Whatsapp 
 کے لیے اس واٹس ایپ پر رابطہ کریں۔
#eidoffer2025 #newroomchair #bestfurniture2025 #roomchairs2025 #roomchairsdesign #flowerchairs #seatisofa
#morachairs
#funriture #newfurniture2025 #olx #olxlahore #olxpakistan #bestoffer2025 @olxpakistan @mehboobiyafurniture",1,1,0,0,1,2,0,26.0,20.0,0.0,0.0,2.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,17000.0,4
Executive Office chair - laptop Revolving chair Gaming chair for sale,7000.0,Chair,New,,"Description ---------------WELCOME TO CHAIR ZONE -------------------

Starting Price    =7000/-
We deal All kind off Chairs
We deal best quality furniture
rates are very cheaps

Visit our profile for more chairs

> Office chair
> Executive chair
> Waiting chair 
> Boss chair
> Gaming chair

We are providing All kind of chai & Chair Repairing

FOR MORE DETAILS : (View phone number)",https://www.olx.com.pk/item/executive-office-chair-laptop-revolving-chair-gaming-chair-for-sale-iid-1097092585,"Executive Office chair - laptop Revolving chair Gaming chair for sale Description ---------------WELCOME TO CHAIR ZONE -------------------

Starting Price    =7000/-
We deal All kind off Chairs
We deal best quality furniture
rates are very cheaps

Visit our profile for more chairs

> Office chair
> Executive chair
> Waiting chair 
> Boss chair
> Gaming chair

We are providing All kind of chai & Chair Repairing

FOR MORE DETAILS : (View phone number)",4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,7000.0,16
Computer Table/Laptop Table/Study Table/Workstation,3399.0,Furniture,New,,"Description Length 3ft width 2ft Height 2.5ft Rs3400 (Without bottom shelf)
Length 4ft width 2ft Height 2.5ft Rs6000 (With bottom Shelf)
Length 3ft width 2ft Height 2.5ft Rs4500(With Bottom Shelf)
Different Colors Available
White Frame Extra Charges Rs1000
Material
Metal frame with lamination sheet top sides pvc edge binding 1mm tape 
Delivery Service Available
Whatsapp  (View phone number)",https://www.olx.com.pk/item/computer-tablelaptop-tablestudy-tableworkstation-iid-1099858643,"Computer Table/Laptop Table/Study Table/Workstation Description Length 3ft width 2ft Height 2.5ft Rs3400 (Without bottom shelf)
Length 4ft width 2ft Height 2.5ft Rs6000 (With bottom Shelf)
Length 3ft width 2ft Height 2.5ft Rs4500(With Bottom Shelf)
Different Colors Available
White Frame Extra Charges Rs1000
Material
Metal frame with lamination sheet top sides pvc edge binding 1mm tape 
Delivery Service Available
Whatsapp  (View phone number)",3,0,0,1,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,3399.0,30
Pure plastic chairs/Special Design Chairs / Chairs with Arms,89000.0,Furniture,New,,"Description We manufacture all types of plastic tables and chairs original price of table 5300, discounted price 4600
-Our products are of good quality
-All types of plastic furniture are available
# sofa set
# tables
# out door chairs
# indoor chairs
# plastic chair & table set
# study chairs
# babies school furniture

Contact for more details :
WHATSAPP No :
 030/243/49/996",https://www.olx.com.pk/item/pure-plastic-chairsspecial-design-chairs-chairs-with-arms-iid-1105153020,"Pure plastic chairs/Special Design Chairs / Chairs with Arms Description We manufacture all types of plastic tables and chairs original price of table 5300, discounted price 4600
-Our products are of good quality
-All types of plastic furniture are available
# sofa set
# tables
# out door chairs
# indoor chairs
# plastic chair & table set
# study chairs
# babies school furniture

Contact for more details :
WHATSAPP No :
 030/243/49/996",1,1,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,89000.0,4
quality bed \ wooden \ kingbed \ double bed,35000.0,Bed,Used,Wood,"Description Experience the ultimate in comfort and luxury with this elegant king size bed. Generously spacious, it offers ample room for stretching out and relaxing, making it perfect for couples or anyone who values a more expansive sleep surface. Designed with both style and support in mind, the bed features a sturdy frame, premium materials, and a timeless aesthetic that effortlessly enhances any bedroom decor. Whether you're enjoying a peaceful night’s rest or lounging with a book or movie, this king size bed is a statement piece that combines functionality with refined sophistication.",https://www.olx.com.pk/item/quality-bed-wooden-kingbed-double-bed-iid-1104391072,"quality bed \ wooden \ kingbed \ double bed Description Experience the ultimate in comfort and luxury with this elegant king size bed. Generously spacious, it offers ample room for stretching out and relaxing, making it perfect for couples or anyone who values a more expansive sleep surface. Designed with both style and support in mind, the bed features a sturdy frame, premium materials, and a timeless aesthetic that effortlessly enhances any bedroom decor. Whether you're enjoying a peaceful night’s rest or lounging with a book or movie, this king size bed is a statement piece that combines functionality with refined sophistication.",2,0,1,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,7,0,0,16,0.0,35000.0,14
Stairs-Iron Work-Cnc Grills-Cnc Work-Laser Cut- Balcony-Grills-Railin,1200.0,Furniture,New,,"Description We Deal In All Kinds of CNC Work 
Cnc Gates
Cut work 
Railing 
Grills 
Alhamdulillah customer are satisfied
Contact us : 0/3/1/5/5/8/2/8/8/7//1",https://www.olx.com.pk/item/stairs-iron-work-cnc-grills-cnc-work-laser-cut-balcony-grills-railin-iid-1104396076,"Stairs-Iron Work-Cnc Grills-Cnc Work-Laser Cut- Balcony-Grills-Railin Description We Deal In All Kinds of CNC Work 
Cnc Gates
Cut work 
Railing 
Grills 
Alhamdulillah customer are satisfied
Contact us : 0/3/1/5/5/8/2/8/8/7//1",0,0,0,0,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,1200.0,0
Tensile Shades | Car parking shade | sheds for sale | Fiber Shades,57500.0,Furniture,New,,"Description WELCOME ; ""SMART TENSILE ""


Available for delivery and installation across Lahore and All Over Pakistan areas. Transform your space with our reliable and stylish fiberglass and tensile sheds

>Car parking Shades

>Swimming Pool Shades

>Fiber Shades

>Tensile Shades

>Car Shades

we deal all king of sheds ,tensile sheds , fiber glass sheds 

*Quality will be no compromised roving last & complete work out excellent processing multi resin completely fibre glass manufacture custom made.",https://www.olx.com.pk/item/tensile-shades-car-parking-shade-sheds-for-sale-fiber-shades-iid-1105349693,"Tensile Shades | Car parking shade | sheds for sale | Fiber Shades Description WELCOME ; ""SMART TENSILE ""


Available for delivery and installation across Lahore and All Over Pakistan areas. Transform your space with our reliable and stylish fiberglass and tensile sheds

>Car parking Shades

>Swimming Pool Shades

>Fiber Shades

>Tensile Shades

>Car Shades

we deal all king of sheds ,tensile sheds , fiber glass sheds 

*Quality will be no compromised roving last & complete work out excellent processing multi resin completely fibre glass manufacture custom made.",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,4,0,0,13,0.0,57500.0,0
Bed Set / Dressing / Room Bed Set For sale,34900.0,Bed,Used,Wood,"Description High-quality bed set with dressing table available for sale. Elegant design, durable wood, and perfect for any bedroom setup. The set is well-maintained and ready to use. 

 Bed Set (King/Queen size as per availability)
 Dressing Table with Mirror
 Strong and stylish design
 Affordable price

Perfect for enhancing your room’s look with comfort and style. 
Contact WhatsApp or 
direct calls  (Chat with seller) 
 (Chat with seller)",https://www.olx.com.pk/item/bed-set-dressing-room-bed-set-for-sale-iid-1105374230,"Bed Set / Dressing / Room Bed Set For sale Description High-quality bed set with dressing table available for sale. Elegant design, durable wood, and perfect for any bedroom setup. The set is well-maintained and ready to use. 

 Bed Set (King/Queen size as per availability)
 Dressing Table with Mirror
 Strong and stylish design
 Affordable price

Perfect for enhancing your room’s look with comfort and style. 
Contact WhatsApp or 
direct calls  (Chat with seller) 
 (Chat with seller)",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,7,0,0,16,0.0,34900.0,14
dining table - dining table with dining chairs - 6 seater dining table,50000.0,Furniture,New,,"Description **WELCOME TO TR FURNITURE HOUSE*

All Home Furniture Available
We Deal all Kinds of Wooden Furniture like 

100+ Beautiful Designs Are Available
*Solid & beautiful dining table Available in Reasonable price. 
*We are manufacturing all types of quality Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*No compromise in quality of product & polish. 

*The color scheme can be changed according to *
your choice *

Customize tables chairs design available in order

*selling all types of furniture. . . . . . . . . . 


*Special discounted in bulk purchasing*

You can contact us call & what's app-- 24/7
Only serious buyers can 
contact us Whatsap No : 0 3 2 2 / 6 7 1 2 / 7 7 5",https://www.olx.com.pk/item/dining-table-dining-table-with-dining-chairs-6-seater-dining-table-iid-1094158571,"dining table - dining table with dining chairs - 6 seater dining table Description **WELCOME TO TR FURNITURE HOUSE*

All Home Furniture Available
We Deal all Kinds of Wooden Furniture like 

100+ Beautiful Designs Are Available
*Solid & beautiful dining table Available in Reasonable price. 
*We are manufacturing all types of quality Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*No compromise in quality of product & polish. 

*The color scheme can be changed according to *
your choice *

Customize tables chairs design available in order

*selling all types of furniture. . . . . . . . . . 


*Special discounted in bulk purchasing*

You can contact us call & what's app-- 24/7
Only serious buyers can 
contact us Whatsap No : 0 3 2 2 / 6 7 1 2 / 7 7 5",3,0,0,1,1,3,1,26.0,20.0,0.0,0.0,6.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,50000.0,21
Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-sofa-set-new-recliners-iid-1101903018,"Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",1,1,0,0,0,4,2,26.0,20.0,0.0,0.0,3.0,1,0,5,0,0,0,1,0,0,0,0.0,10,3,0,15,0.0,68000.0,10
Mesh Office Chair/Workstation Chair/Staff Chair/Low Back Chair/Chair,5800.0,Chair,New,,Description More designs are also available. Please call us for more details.,https://www.olx.com.pk/item/mesh-office-chairworkstation-chairstaff-chairlow-back-chairchair-iid-1105243238,Mesh Office Chair/Workstation Chair/Staff Chair/Low Back Chair/Chair Description More designs are also available. Please call us for more details.,4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,5800.0,16
Executive Office Setup /CEO Table,65000.0,Table,New,,"Description Sheesham High Quality Tables
UV TABLES 
ALL OFFICE FURNITURE AVAILABLE",https://www.olx.com.pk/item/executive-office-setup-ceo-table-iid-1103699549,"Executive Office Setup /CEO Table Description Sheesham High Quality Tables
UV TABLES 
ALL OFFICE FURNITURE AVAILABLE",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,65000.0,12
"STUDY CHAIR, STUDENT CHAIR, TABLET CHAIR, CLASSROOM CHAIR EXAIM CHAIR",2255.0,Furniture,New,,"Description Please Whatsapp At Compnay Number 0,3,3,0,6,1,2,1,0,0,0 
Welcome to Citi International Furniture Industries Head Office Gujranwala. 
We Are Manufacturing All Kind Of Montessori Furniture, School Furniture, College Furniture and University Furniture. 
Please Download Price List: https://citifurniture. pk/Price. html
Please Visit Our Website: http://citifurniture. pk/
Please Visit Our Facebook: https://www. facebook. com/citifurniture. pk
Google Maps Location: https://g. page/cifig
Regard:
Mobile: 0,3,2,9,6,1,2,1,0,0,0,
Mobile 0,3,3,0,6,1,2,1,0,0,0,",https://www.olx.com.pk/item/study-chair-student-chair-tablet-chair-classroom-chair-exaim-chair-iid-1105225645,"STUDY CHAIR, STUDENT CHAIR, TABLET CHAIR, CLASSROOM CHAIR EXAIM CHAIR Description Please Whatsapp At Compnay Number 0,3,3,0,6,1,2,1,0,0,0 
Welcome to Citi International Furniture Industries Head Office Gujranwala. 
We Are Manufacturing All Kind Of Montessori Furniture, School Furniture, College Furniture and University Furniture. 
Please Download Price List: https://citifurniture. pk/Price. html
Please Visit Our Website: http://citifurniture. pk/
Please Visit Our Facebook: https://www. facebook. com/citifurniture. pk
Google Maps Location: https://g. page/cifig
Regard:
Mobile: 0,3,2,9,6,1,2,1,0,0,0,
Mobile 0,3,3,0,6,1,2,1,0,0,0,",3,0,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,2255.0,12
