title,price,condition,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit
"Apple MacBook Air 2014 Core i5 | 8GB RAM | 128GB SSD Laptop for sale Gulshan-e-Iqbal, Rawalpindi•4 weeks ago Call Chat",39000,Used,3,1,0,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,,0
"Hp PROBOOK 430 G8 core i5 11th Generation 16 GB RAM 256 GB SSD DHA Phase 6, Lahore•6 days ago Call Chat",68000,Used,3,1,11,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo Laptops Ideapad i5 10/11/12 generation Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",74000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop table | study Table | Gaming Table | Executive Table | Table Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",7500,Used,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,1,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Bahadurabad, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell Core i5 10th Gen Generation Laptops. Better Than Hp F-7 Markaz, Islamabad•15 hours ago Call Chat",52000,Used,3,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,15.0,0,0,5,0,3,,0
"Laptop Core i5 i7 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Laptops Allama Iqbal Town - Huma Block, Lahore•3 weeks ago Call Chat",39000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"lenovo laptop,Lenovo ThinkPad T540,core i5,4th gen,4gb RAM/500GB HDD Gulistan-e-Jauhar Block 18, Karachi•1 week ago Call Chat",28999,Used,3,1,4,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"Hp ProBook 440 g6 Gulgasht Colony, Multan•4 days ago Call Chat",56000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Dell Lenovo Acer Asus Chromebook Laptops Johar Town Phase 2, Lahore•3 weeks ago Call Chat",9900,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Shahra-e-Faisal, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell Latitude 5420 | Core i5- 11th gen | 16/256 SSD Ferozepur Road, Lahore•3 weeks ago Call Chat",69000,Used,3,1,11,,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo Laptops Ideapad i5 10/11/12 generation Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",74000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Thinkpad T470 core i5-6 generation 8 gb ram. 256 gb SSD. . Township - Sector A2, Lahore•2 weeks ago Call Chat",36999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell laptop,sale/exchange warranty 7 days,excellent condition Murree Road, Rawalpindi•2 weeks ago Call Chat",9500,Excellent,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,1,3,,0
"HP ProBook 350 G1 Shadbagh, Lahore•5 days ago Call Chat",25000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"ACER LAPTOP INTEL 5th GEN Others, Faisalabad•4 days ago Call Chat",15999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"Lenovo Core i5 8th Generation Laptop Nawansher, Abbottabad•16 hours ago Call Chat",41000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,16.0,0,0,5,0,3,,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Core i5 8th Gen | 8GB RAM | 128GB SSD | Gaming Laptop Johar Town, Lahore•2 weeks ago Call Chat",32000,Used,3,1,8,8.0,128.0,2,0,0,15.6,0,0,0,1,0,0,1,0,,0,0,5,0,1,,0
"Dell latitude 5401 core i5 9th gen H 16gb ram/256gb SSD laptop Abbot Road, Sialkot•1 week ago Call Chat WhatsApp",63500,Used,3,1,9,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo ThinkPad X270 – Ultra-Portable Business Laptop Johar Town, Lahore•4 days ago Call Chat",39000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 7390 2-in-1 (Touch Screen) for Sale | Clean Condition Khalid Bin Walid Road, Karachi•14 hours ago Call Chat",55000,Good,2,0,0,,,0,0,0,15.6,0,0,0,0,1,1,0,0,14.0,0,0,7,0,3,,0
"Dell laptop,sale/exchange warranty 7 days,excellent condition Murree Road, Rawalpindi•2 weeks ago Call Chat",9500,Excellent,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,1,3,,0
"Core i3 i5 i7 4th 5th 6th 7th 8th Generation Laptop - DELL HP LENOVO Thokar Niaz Baig, Lahore•4 weeks ago Call Chat",33000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ProBook 650 G2/G3 i5 6th/7th Gen | 8GB | 256GB NVMe | 15.6 FHD Qartaba Chowk, Lahore•3 weeks ago Call Chat",46500,Used,3,1,7,,256.0,3,0,0,15.6,1,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"hp laptop | Probook 440 G8 | Core i5 11Th Gen | 8/256GB Township, Lahore•1 week ago Call Chat",81000,Used,3,1,11,,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP New LoGo Envy Laptop Chungi Amar Sadhu, Lahore•5 days ago Chat",85000,New,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,3,,0
"Dell laptop,sale/exchange warranty 7 days,excellent condition Murree Road, Rawalpindi•2 weeks ago Call Chat",9500,Excellent,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,1,3,,0
"Hp Elitebook Elitebook 840 G5 Core i7 FHD 120hz Laptop for sale Askari 8, Rawalpindi•3 weeks ago Call Chat",59000,Used,4,1,0,,,0,0,0,15.6,1,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 3410 – Core i5 10th Generation 8GB Ram 256GB ssd Gulshan-e-Mehar, Multan•1 week ago Call Chat",59999,Used,3,1,10,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP ProBook 430 G7 Available On Easy Installment Plan Gulberg 2, Lahore•1 day ago Call Chat",5800,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Pro i5 7thGen. 8/256 |4k| 2 in 1 |with sim working Mall Road, Lahore•4 weeks ago Call Chat",32500,Good,3,1,7,,,0,0,0,15.6,0,1,0,0,0,1,0,0,,0,0,5,0,1,,0
"Microsoft Surface Pro 5 - core i5 7th gen - 8/256 - Free Docking Nishtar Colony, Lahore•2 weeks ago Call Chat",38500,Used,3,1,7,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"dell latitude | core i5 4th gen | 8gb ram | 128gb | laptop | laptops Gulshan-e-Iqbal Town, Karachi•14 hours ago Call Chat",35000,Used,3,1,4,8.0,128.0,0,0,0,15.6,0,0,0,0,0,0,0,0,14.0,0,0,5,0,3,,0
"Microsoft surface book 2 Monticello Square, Islamabad•10 hours ago Call Chat",94000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,10.0,0,0,5,0,1,,0
"Best Used Laptops & Chromebooks - Student & Gaming Wah Model Town - Phase 2, Wah•1 week ago Call Chat",10999,Fair,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,1,5,0,1,,0
"Dell M4800 i7 Workstation – Modified GPU – Plug-in Use Only Khayaban-e-Quaid, Lahore•4 days ago Call Chat",45000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 840 G7 Corei5-10 Generation/Touch Screen I-8 Markaz, Islamabad•2 weeks ago Call Chat",77000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Hp Zbook , 4Gb Dedicated p2000 Saddar Cooperative Market, Karachi•3 days ago Call Chat",80000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Toshiba Laptop Core i3 2nd Gen/Core i5 6th Generation available Johar Town, Lahore•2 weeks ago Call Chat",17999,Used,3,1,2,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"HP Dell Lenovo Acer Asus Chromebook Laptops Johar Town Phase 2, Lahore•3 weeks ago Call Chat",9900,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop on installment I.I. Chundrigar Road, Karachi•4 weeks ago Call Chat",9900,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Malir, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Laptop Core i3 i5 i7 4th 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Johar Town, Lahore•4 weeks ago Call Chat",35000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft surface pro 4 Bilal Gunj, Lahore•3 days ago Call Chat",23000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"electric instant water Geyser Others, Faisalabad•1 week ago Call Chat",28000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP EliteBook 840 G5 - Business Laptop Gulshan-e-Iqbal Town, Karachi•2 days ago Call Chat",57000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 7390 i7 8th Gen 8GB RAM 256GBSSD FHD Backlite Bezzeless! Saddar, Rawalpindi•2 weeks ago Call Chat",55900,Used,4,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,1
"Dell Latitude core i3 Core i5 Core i7 4 to 11 All Generations Gulberg 3, Lahore•5 days ago Call Chat",29999,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ProBook 445 G8 | Ryzen 7 5800U | 8GB RAM | 256GB SSD I-8 Markaz, Islamabad•2 weeks ago Call Chat",71000,Used,4,2,0,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Dell Latitude 7490 i7 8th Generation 8gb Ram 256gb SSD 14"" Touch Disp Bahria Town Main Boulevard, Lahore•3 weeks ago Call Chat",59999,Used,4,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,1,0,1,0,,0,0,5,0,3,,0
"HP 650 G2 Probook Whatsapp please Saadi Town, Karachi•3 days ago Call Chat",50000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Pro i5 7thGen. 8/256 |4k| 2 in 1 |with sim working Mall Road, Lahore•4 weeks ago Call Chat",32500,Good,3,1,7,,,0,0,0,15.6,0,1,0,0,0,1,0,0,,0,0,5,0,1,,0
"Laptops 10,000-15000-18000-20000-30000-40000-50000 Main Boulevard Gulberg, Lahore•4 weeks ago Call Chat",10000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Core i5 i7 5th 6th 7th 8th 10th 11th Gen Laptop Dell Hp Lenovo Ssd Model Town Extension, Lahore•4 weeks ago Call Chat",38000,Used,4,1,11,,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Panasonic TOUGHBOOK & TOUGHPAD | TRL Pakistan Rugged Laptops & Tablets Cantt, Jhelum•3 weeks ago Call Chat",70000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Mix Laptops (i5 / i7 / Ryzen) | Excellent Condition | D Ground, Faisalabad•6 days ago Call Chat",30000,Excellent,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,0,1,,0
"seagate IronWolf 16tb HDD Brand new official warrranty Pak Arab Housing Society Phase 2, Lahore•2 days ago Call Chat",95000,New,2,0,0,,,1,0,0,15.6,0,0,0,0,0,0,0,1,,1,0,10,0,1,,0
"HP ultraslim 6th generation laptop 4gb ram 5hr battery Chaklala Scheme, Rawalpindi•3 weeks ago Call Chat",20999,Used,2,0,0,4.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Apple MacBook Air 2015 Core i5 8GB/128GB Laptop For Sale Gulberg, Islamabad•3 weeks ago Call Chat",44000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0
"Lenovo ThinkPad T14s Gen2 Ryzen 5pro 2GB Dedicated Graphics Dedicated Gulberg 3, Lahore•2 weeks ago Call Chat",86000,Used,3,2,2,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Pro 6/Pro 7+ Available E-11/3, Islamabad•2 weeks ago Call Chat",55000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Chromebook 11 G6 Laptop | Windows 10 | Type-C Charger | Gulberg 1, Lahore•5 days ago Call Chat",10000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp Elitebook core i5 6th gen 8GB ram / 256Gb SSD Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",42500,Used,3,1,6,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP ZBook 15 G2 Workstation | i7-4| 16GB RAM | SSD | Powerful Performan Ghazi Road, Lahore•4 days ago Call Chat",37000,Used,4,1,0,16.0,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP EliteBook 845 G8 Ryzen 5 Pro 5650U | 16GB RAM | 256GB SSD Cycle 28 Nespak Housing Scheme, Lahore•2 weeks ago Call Chat",79000,Used,3,2,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"lenovo laptop,Lenovo ThinkPad T540,core i5,4th gen,4gb RAM/500GB HDD Gulshan-e-Iqbal, Karachi•1 week ago Call Chat",29000,Used,3,1,4,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"Touch x360 Chromebook | Laptop |4GB/32GB| Best Price With Warranty Johar Town, Lahore•10 hours ago Call Chat",11999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,10.0,0,0,5,1,1,,0
"Lenovo L380 core i5 8th Gen 8gb ram 256gb ssd Laptop Lenovo Johar Town, Lahore•1 week ago Call Chat",38000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Hp ProBook | 440 G7 Core i5 10th Gen | 16GB RAM | imported laptop Defence Raya, Lahore•1 week ago Call Chat",72000,Used,3,1,10,16.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop | HP ProBook 650 G8 | core i5/8th Gen | 8gb RAM/256GB SSD Shahra-e-Faisal, Karachi•3 weeks ago Call Chat",80999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"laptop easy installment plan par hasil karen I.I. Chundrigar Road, Karachi•1 week ago Call Chat",8900,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell G3 15 Gaming Laptop With Box & Charger Garden East, Karachi•5 days ago Chat",86000,Used,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,3,,0
"DELL INSPIRON 15, 7th GENERATION i3 8gb 500gb fresh stock @ PC WORLD Saddar, Karachi•3 weeks ago Call Chat",32000,New,2,1,7,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude e7420 7000 series Corei5-11 Generation/Touch Screen Margalla Enclave, Islamabad•2 weeks ago Call Chat",72000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"HP EliteBook G8 i5 11th Gen like Brand New conditions G-10, Islamabad•2 weeks ago Call Chat",75000,New,3,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,10,0,3,,0
"Dell Latitude 5330 | i5 12th Gen | Fast & Reliable | 16GB + 512GB Johar Town Phase 2, Lahore•2 days ago Call Chat",85000,Used,3,1,12,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell latitude 5401 core i5 9th gen H 16gb ram/256gb SSD laptop Abbot Road, Sialkot•1 week ago Call Chat WhatsApp",63500,Used,3,1,9,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"ACEMAGIC LAPTOP 12 GENERATION MODEL AX15 Shah Latif Town, Karachi•4 days ago Call Chat",60000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Hp Elitebook Elitebook 840 G5 Core i7 FHD 120hz Laptop for sale Askari 8, Rawalpindi•3 weeks ago Call Chat",59000,Used,4,1,0,,,0,0,0,15.6,1,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP 2in1 x360 EliteBook 1040 G5 Core i5 8th Touch n Type | 830 G7 G6 G8 DHA Phase 1, Lahore•2 weeks ago Call Chat",71999,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Lenovo ThinkPad T480 Allama Iqbal Town - Umar Block, Lahore•3 days ago Call Chat",59000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 3320 Core i7 11TH Gen 8GB DDR4 256GB Depalpur Road, Okara•1 week ago Call Chat",85500,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP laptop For Sale/ Laptop for Sale/ HP Laptop/Elite book/Laptop sale Others, Faisalabad•19 hours ago Call Chat",30000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,19.0,0,0,5,0,3,,0
"Mix Laptops (i5 / i7 / Ryzen) | Excellent Condition | D Ground, Faisalabad•6 days ago Call Chat",30000,Excellent,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,0,1,,0
"Lenovo X395 Ryzen 5 3500U 16GB RAM 256GB SSD 2GB Dedicated Card ! Saddar, Rawalpindi•2 weeks ago Call Chat",56900,Used,3,2,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP EliteBook 840 G10 | i5 13th Gen | 16GB RAM | 512GB SSD | Touch FHD Cantt, Rawalpindi•4 weeks ago Call Chat",34000,Used,3,1,13,16.0,512.0,2,0,0,15.6,1,0,0,0,1,0,1,0,,0,0,5,0,3,,0
"HP Elitebook 735G6 Ryzen 7 3700U = i7 8th Gen 8GB RAM 256GB SSD ! Saddar, Rawalpindi•1 week ago Call Chat",59900,Used,4,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo Legion Pro 7 (Gen 10) - Ryzen 9 9955HX | RTX 5070Ti | 16"" 240Hz Township - Sector C1, Lahore•4 days ago Call Chat",10000,Used,5,2,10,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp Zbook 17 G3 Workstation Beadon Road, Lahore•6 days ago Call Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"laptop,HP EliteBook 830 G6,core i5/8th Gen,8gb RAM/256GB SSD,Warranty Shahra-e-Faisal, Karachi•4 weeks ago Call Chat",54000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,1,3,,0
"Apple Magic Keyboard 3 With Touch ID and Magic Mouse 3 Johar Town Phase 2, Lahore•2 days ago Call Chat",53000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,5,,0
"DELL LATITUDE 7280 CORE I5 6TH GENERATION 8GB RAM 128GB SSD Mall Road, Lahore•3 weeks ago Call Chat",38000,Used,3,1,6,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Core i5 8th Gen Generation Laptop. Beter than Dell F-7, Islamabad•4 weeks ago Call Chat",50000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Study Table / Computer Table/ Laptop Table/ Office Table/Working Table Johar Town Phase 1, Lahore•1 week ago Call Chat",6500,Good,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell Latitude 5580 Core i5 7th Gen | 16GB RAM | 256GB Islampura, Lahore•4 days ago Call Chat",49900,Used,3,1,7,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 7390 2-in-1 (Touch Screen) for Sale | Clean Condition Khalid Bin Walid Road, Karachi•14 hours ago Call Chat",55000,Good,2,0,0,,,0,0,0,15.6,0,0,0,0,1,1,0,0,14.0,0,0,7,0,3,,0
"Lenovo Thinkpad core i5 6th generation laptop 8gb ram 500gb rom Chaklala Scheme, Rawalpindi•1 week ago Call Chat",32999,Used,3,1,6,8.0,500.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"TOSHIBA | Core i7 6th Gen | 8 GB RAM 240 GB SSD Gulshan-e-Iqbal, Karachi•2 weeks ago Call Chat",35999,Used,4,1,6,8.0,240.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Acer predator helios neo 16S AI RTX 5070Ti core ultra 9 275hx 16” oled Model Town Link Road, Lahore•1 week ago Call Chat",6000,Used,2,0,0,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"seagate IronWolf 16tb HDD Brand new official warrranty Pak Arab Housing Society Phase 2, Lahore•2 days ago Call Chat",95000,New,2,0,0,,,1,0,0,15.6,0,0,0,0,0,0,0,1,,1,0,10,0,1,,0
"Elite Book Saddar, Karachi•4 days ago Call Chat",95000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Lenovo ThinkPad 13 – i3 7th Gen | 8GB/256GB SSD Shah Faisal Town, Karachi•3 weeks ago Call Chat",33000,Used,2,1,7,,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Acer predator helios neo 16S AI RTX 5070Ti core ultra 9 275hx 16” oled Model Town Link Road, Lahore•1 week ago Call Chat",6000,Used,2,0,0,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"Core i3 i5 i7 4th 5th 6th 7th 8th Generation Laptop - DELL HP LENOVO Thokar Niaz Baig, Lahore•4 weeks ago Call Chat",33000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 845 G8, Ryzen 5 Pro 5650U, 16GB RAM, 256GB SSD Allama Iqbal Town - Huma Block, Lahore•2 weeks ago Call Chat",74999,Used,3,2,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"ACEMAGIC LAPTOP 12 GENERATION MODEL AX15 Shah Latif Town, Karachi•4 days ago Call Chat",60000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Elite 1013 g3 core i5 8th gen 8gb ram 256gb ssd Laptop Samanabad, Lahore•2 weeks ago Call Chat",48000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo Core i5 8th Generation Laptop Nawansher, Abbottabad•16 hours ago Call Chat",41000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,16.0,0,0,5,0,3,,0
"HP 650 G2 Probook Whatsapp please Saadi Town, Karachi•3 days ago Call Chat",50000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell core i5 11th generation laptop 8gb ram DDR4 6hr battery camera Blue Area, Islamabad•2 weeks ago Call Chat",66999,Used,3,1,11,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook X360 1030 G3 Core i5, 8th Gen Main Boulevard Gulberg, Lahore•3 days ago Call Chat",68000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo X395 Ryzen 5 3500U 16GB RAM 256GB SSD 2GB Dedicated Card ! Saddar, Rawalpindi•2 weeks ago Call Chat",56900,Used,3,2,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elitebook 840 G8 Corei5-11 Generation Discount offer Quantity Ava DHA Defence Phase 1, Islamabad•2 weeks ago Call Chat",88000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 840 G7 Corei5-10 Generation/Touch Screen I-8 Markaz, Islamabad•2 weeks ago Call Chat",77000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"sale your old scap computer CPU monitor ups battery LDA Avenue - Block H, Lahore•2 weeks ago Call Chat",10000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP core i7 4th generation laptop 8gb ram 500gb Rom camera wifi DVD Blue Area, Islamabad•4 weeks ago Call Chat",31500,Used,4,1,4,8.0,500.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
