title,price,brand,model,condition,type,description,url,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit,processor_score,storage_score,graphics_score,gaming_score,portability_score,features_score,capacity_score,age,age_factor,premium_spec_score
Featured,18000.0,Dell,,Used,Laptop,"HP PROBOOK 6460b | core i5/2nd Gen | 6470b | i5/3rd Gen | Gen A+ stock Saddar, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/hp-probook-6460b-core-i52nd-gen-6470b-i53rd-gen-gen-a-stock-iid-1104992951,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,42500.0,Dell,,Used,Laptop,"Hp Elitebook core i5 6th gen 8GB ram / 256Gb SSD Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-core-i5-6th-gen-8gb-ram-256gb-ssd-iid-1108151742,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,22999.0,Dell,,Used,Laptop,"Rs 25,999 12% NB North Bayou H180 Gas Strut Dual Monitor Mount - Adjustable Desk Arm for 22-32 Inch Screens",https://www.olx.com.pk/item/nb-north-bayou-h180-gas-strut-dual-monitor-mount-adjustable-desk-arm-for-22-32-inch-screens-iid-ev487551-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,20999.0,Dell,,Used,Laptop,"Rs 23,100 9% North Bayou G35 Dual Monitor Mount – Full Motion Swivel Arm for 22”-32” LED/LCD – Heavy Duty",https://www.olx.com.pk/item/north-bayou-g35-dual-monitor-mount-full-motion-swivel-arm-for-22-32-led-lcd-heavy-duty-iid-ev487552-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,23500.0,Dell,,Used,Laptop,"Rs 29,999 22% HEAVY DUTY KALOC 4 SCREEN MONITOR STAND (KLC-DW240-J)",https://www.olx.com.pk/item/heavy-duty-kaloc-4-screen-monitor-stand-klc-dw240-j-iid-ev487543-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,69000.0,Dell,,Used,Laptop,"Dell Latitude 5420 | Core i5- 11th gen | 16/256 SSD Ferozepur Road, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/dell-latitude-5420-core-i5-11th-gen-16256-ssd-iid-1107689650,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,48000.0,Dell,,New,Laptop,"DELL LATITUDE 5400 core i5 8th Gen, 8GB 256GB fresh stock @ pc world Saddar, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/dell-latitude-5400-core-i5-8th-gen-8gb-256gb-fresh-stock-pc-world-iid-1108905971,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,38000.0,Dell,,Used,Laptop,"hp laptop | Notebook 255 G7 | AMD Athlon Silver | 8/256GB Johar Town, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/hp-laptop-notebook-255-g7-amd-athlon-silver-8256gb-iid-1109099363,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,9999.0,Dell,,Used,Laptop,"Dell Chromebook With windows 10 Lite 4-16 Main Boulevard Gulberg, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/dell-chromebook-with-windows-10-lite-4-16-iid-1107115733,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,67000.0,Dell,,Used,Laptop,"Hp elitebook 850 G5/G6 Lake City, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-850-g5g6-iid-1102997899,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,51000.0,Dell,,New,Laptop,"Apple MacBook Pro 2014 Core i5 | 8GB / 128GB SSD fresh stock available 9th Avenue, Islamabad•4 weeks ago Call Chat",https://www.olx.com.pk/item/apple-macbook-pro-2014-core-i5-8gb-128gb-ssd-fresh-stock-available-iid-1103658827,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,7200.0,Dell,,Used,Laptop,"Dell Laptop Chromebook Window 10 Urgent Sale with Warranty, Quaid-e-Azam Colony, Rawalpindi•3 days ago Call Chat",https://www.olx.com.pk/item/dell-laptop-chromebook-window-10-urgent-sale-with-warranty-iid-1109464310,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,30000.0,Dell,,Used,Laptop,"Laptop/ Lenovo Thinkpad T580 T450 T14 E480 T480 T470 T470s 330s Saddar, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/laptop-lenovo-thinkpad-t580-t450-t14-e480-t480-t470-t470s-330s-iid-1108761087,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,5700.0,Dell,,Used,Laptop,"Rs 10,500 46% Candc DC M4 Wireless Microphone 4 IN 1 ANC POWER BANK KA SAT – Clear Audio for Mobile, Vlog. & VIDEO MACKING",https://www.olx.com.pk/item/candc-dc-m4-wireless-microphone-4-in-1-anc-power-bank-ka-sat-clear-audio-for-mobile-vlog-video-macking-iid-ev483633-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,70000.0,Dell,,Used,Laptop,"Macbook pro 2017 D Ground, Faisalabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/macbook-pro-2017-iid-1108973383,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,35000.0,Dell,,Used,Laptop,"Laptop plus tablet / branded Asus 2 in 1 tablet plus laptop DHA Phase 5, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/laptop-plus-tablet-branded-asus-2-in-1-tablet-plus-laptop-iid-1109075343,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,53500.0,Dell,,Used,Laptop,"Dell Latitude 3390 Touch 360 i5 8th Gen 8GB RAM 256GB SSD 2 in 1 Touch Saddar, Rawalpindi•2 weeks ago Call Chat",https://www.olx.com.pk/item/dell-latitude-3390-touch-360-i5-8th-gen-8gb-ram-256gb-ssd-2-in-1-touch-iid-1108523265,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,19999.0,Dell,,Used,Laptop,"Dell Touch 360 Cromebook 2029 Update. . 4GB//32GB. . Type C . . A+ Condition Mandian, Abbottabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/dell-touch-360-cromebook-2029-update-4gb32gb-type-c-a-condition-iid-1108203509,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,38999.0,Dell,,Used,Laptop,"Laptops Graphic | Gen 4th, 6th, 7th, 8th, 10th | Core i5, i7 Allama Iqbal Road, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/laptops-graphic-gen-4th-6th-7th-8th-10th-core-i5-i7-iid-1108008196,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,77999.0,Dell,,Used,Laptop,"hp elitebook g8 830 - core i5 11th generations- 100% original imported Gulzar Colony, Gujranwala•2 weeks ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-g8-830-core-i5-11th-generations-100-original-imported-iid-1109061612,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,52000.0,Dell,,Used,Laptop,"Dell Core i5 10th Gen Generation Laptops. Better Than Hp F-7 Markaz, Islamabad•14 hours ago Call Chat",https://www.olx.com.pk/item/dell-core-i5-10th-gen-generation-laptops-better-than-hp-iid-1109570437,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,53999.0,Dell,,Used,Laptop,"laptop | HP EliteBook 830 G6 | core i5/8th Gen | 8gb RAM/256GB SSD Jamshed Town, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/laptop-hp-elitebook-830-g6-core-i58th-gen-8gb-ram256gb-ssd-iid-1108782522,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,99000.0,Dell,,Used,Laptop,1 Pcs Micro USB to USB OTG Adapter for Android Smartphones - for micro USB Smartphones High Quality Remex OTG - Original Otg,https://www.olx.com.pk/item/1-pcs-micro-usb-to-usb-otg-adapter-for-android-smartphones-for-micro-usb-smartphones-high-quality-remex-otg-original-otg-iid-ev446559-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,99000.0,Dell,,Used,Laptop,"Mini Flexible USB LED Light for Laptop, Keyboard, Power Bank - Portable Night and Reading Lamp",https://www.olx.com.pk/item/mini-flexible-usb-led-light-for-laptop-keyboard-power-bank-portable-night-and-reading-lamp-iid-ev446179-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,18000.0,Dell,,New,Laptop,"Dell latitude e6420/e6430 | Core i5/2nd gen/3rd gen | fresh stock Saddar, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/dell-latitude-e6420e6430-core-i52nd-gen3rd-gen-fresh-stock-iid-1104994923,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,35000.0,Dell,,Used,Laptop,"dell latitude | core i5 4th gen | 8gb ram | 128gb | laptop | laptops Gulshan-e-Iqbal Town, Karachi•14 hours ago Call Chat",https://www.olx.com.pk/item/dell-latitude-core-i5-4th-gen-8gb-ram-128gb-laptop-laptops-iid-1108297679,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,90000.0,Dell,,Used,Laptop,"Macbook Pro 2019 D Ground, Faisalabad•3 weeks ago Call Chat",https://www.olx.com.pk/item/macbook-pro-2019-iid-1108974079,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,39000.0,Dell,,Used,Laptop,"HP Core i7 4th Gen Business Laptop Gulberg 1, Lahore•2 days ago Chat",https://www.olx.com.pk/item/hp-core-i7-4th-gen-business-laptop-iid-1109524674,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,75000.0,Dell,,Used,Laptop,"HP EliteBook x360 Core i5 7th Gen | 8GB RAM | 512GB SSD | Touchscreen Allama Iqbal Town, Lahore•3 days ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-x360-core-i5-7th-gen-8gb-ram-512gb-ssd-touchscreen-iid-1109332835,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,86000.0,Dell,,Used,Laptop,"Lenovo ThinkPad T14s Gen2 Ryzen 5pro 2GB Dedicated Graphics Dedicated Gulberg 3, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/lenovo-thinkpad-t14s-gen2-ryzen-5pro-2gb-dedicated-graphics-dedicated-iid-1108454400,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,75000.0,Dell,,Used,Laptop,"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",https://www.olx.com.pk/item/microsoft-surface-laptop-go-iid-1109423918,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,24000.0,Dell,,Used,Laptop,"Lenovo ThinkPad Yoga 11e 6th Gen | Touchscreen 2-in-1 Laptop stock Chaklala Scheme, Rawalpindi•4 weeks ago Call Chat",https://www.olx.com.pk/item/lenovo-thinkpad-yoga-11e-6th-gen-touchscreen-2-in-1-laptop-stock-iid-1103659342,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,68000.0,Dell,,Used,Laptop,"HP Elitebook 840 G6--Touchscreen!slim!Premium bussiness Series Model Town Link Road, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-840-g6-touchscreenslimpremium-bussiness-series-iid-1109251565,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,85000.0,Dell,,Used,Laptop,"Hp EliteBook 840 G8 Murree Road, Rawalpindi•1 day ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-840-g8-iid-1109450357,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,15000.0,Dell,,Used,Laptop,"Hp Core I five laptop, A 1 Condition, warranty 15 days Murree Road, Rawalpindi•11 hours ago Call Chat",https://www.olx.com.pk/item/hp-core-i-five-laptop-a-1-condition-warranty-15-days-iid-1027168978,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,80000.0,Dell,,Used,Laptop,"1.6 GHz Dual-Core Intel Core i5 Intel UHD Graphics 617 1536 MB Cantt, Karachi•1 week ago Call Chat",https://www.olx.com.pk/item/16-ghz-dual-core-intel-core-i5-intel-uhd-graphics-617-1536-mb-iid-1109384688,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,55999.0,Dell,,Used,Laptop,"HP EliteBook 840 G3 Core i5 16GB RAM 128GB SSD Gulberg Greens, Islamabad•1 day ago Call Chat",https://www.olx.com.pk/item/hp-elitebook-840-g3-core-i5-16gb-ram-128gb-ssd-iid-1109553015,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,68000.0,Dell,,Used,Laptop,"Microsoft surface pro 7 Bahria Town - Sector E, Lahore•3 weeks ago Call Chat",https://www.olx.com.pk/item/microsoft-surface-pro-7-iid-1108852211,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,5500.0,Dell,,Used,Laptop,"Rs 8,000 31% Professional USB C Wireless Lavalier Microphone Set for iPhone, Android, Camera, PC, and Laptop with Noise Reduction and 48-hour Battery Life",https://www.olx.com.pk/item/professional-usb-c-wireless-lavalier-microphone-set-for-iphone-android-camera-pc-and-laptop-with-noise-reduction-and-48-hour-battery-life-iid-ev422721-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,45000.0,Dell,,Used,Laptop,"Dell Latitude 7200 2in1 | i5-8th | COD All over Pakistan D Ground, Faisalabad•3 hours ago Call Chat",https://www.olx.com.pk/item/dell-latitude-7200-2in1-i5-8th-cod-all-over-pakistan-iid-1109591070,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,74000.0,Dell,,Used,Laptop,"Lenovo Laptops Ideapad i5 10/11/12 generation Gulshan-e-Iqbal Town, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/lenovo-laptops-ideapad-i5-101112-generation-iid-1108828071,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,48000.0,Dell,,Used,Laptop,"HP Elite 1013 g3 core i5 8th gen 8gb ram 256gb ssd Laptop Samanabad, Lahore•2 weeks ago Call Chat",https://www.olx.com.pk/item/hp-elite-1013-g3-core-i5-8th-gen-8gb-ram-256gb-ssd-laptop-iid-1107824362,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,75000.0,Dell,,Used,Laptop,"HP probook 450 g7 – core i5 10th gen | 16gb ram | 256gb SSD | pro book Shah Faisal Town, Karachi•2 weeks ago Call Chat",https://www.olx.com.pk/item/hp-probook-450-g7-core-i5-10th-gen-16gb-ram-256gb-ssd-pro-book-iid-1109126017,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,6000.0,Dell,,Used,Laptop,"Acer predator helios neo 16S AI RTX 5070Ti core ultra 9 275hx 16” oled Model Town Link Road, Lahore•1 week ago Call Chat",https://www.olx.com.pk/item/acer-predator-helios-neo-16s-ai-rtx-5070ti-core-ultra-9-275hx-16-oled-iid-1109291533,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,6000.0,Dell,,New,Laptop,"Brand New MacBook pro M4 24/1tb (2025 Model) Gulshan-e-Iqbal, Karachi•3 weeks ago Call Chat",https://www.olx.com.pk/item/brand-new-macbook-pro-m4-241tb-2025-model-iid-1108456810,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,30000.0,Dell,,Excellent,Laptop,"Mix Laptops (i5 / i7 / Ryzen) | Excellent Condition | D Ground, Faisalabad•6 days ago Call Chat",https://www.olx.com.pk/item/mix-laptops-i5-i7-ryzen-excellent-condition-iid-1109412250,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,85000.0,Dell,,Used,Laptop,"elitebook 850 g laptop Rawat, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/elitebook-850-g-laptop-iid-1109241033,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,8950.0,Dell,,Used,Laptop,"Rs 12,000 25% Audionic Max 230 Portable Bluetooth Speaker | Wireless Remote | Play MP3 files directly from USB drive | Aux input 3.5 mm pin | M noobile , TVs , Laptops | Extra Bass | Premium Sound | Elegant Design",https://www.olx.com.pk/item/audionic-max-230-portable-bluetooth-speaker-wireless-remote-play-mp3-files-directly-from-usb-drive-aux-input-3-5-mm-pin-m-noobile-tvs-laptops-extra-bass-premium-sound-elegant-design-iid-ev466538-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,60000.0,Dell,,Used,Laptop,"HP ENVY 17t i7- 6 generation Dastgir Colony, Karachi•12 hours ago Chat",https://www.olx.com.pk/item/hp-envy-17t-i7-6-generation-iid-1109512369,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,54000.0,Dell,,Used,Laptop,"laptop,HP EliteBook 830 G6,core i5/8th Gen,8gb RAM/256GB SSD,Warranty Shahra-e-Faisal, Karachi•4 weeks ago Call Chat",https://www.olx.com.pk/item/laptophp-elitebook-830-g6core-i58th-gen16gb-ram256gb-ssdwarranty-iid-1108782632,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,16700.0,Dell,,Used,Laptop,"Rs 20,000 17% DC Converter 2000W / 2500W / 3000W / 4000W DC 12V to AC 220V Inverter Pure Sine Wave with Display Screen For Fridge , Iron & Other Devices in Pakistan",https://www.olx.com.pk/item/dc-converter-2000w-2500w-3000w-4000w-dc-12v-to-ac-220v-inverter-pure-sine-wave-with-display-screen-for-fridge-iron-other-devices-in-pakistan-iid-ev417668-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,15800.0,Dell,,Used,Laptop,"Rs 18,500 15% MN SHOER 3000W Inverter PI-3000W Smart Digital Modified Sine Wave Solar Power USB 12V DC to 220VAC Dual Output in Pakistan",https://www.olx.com.pk/item/mn-shoer-3000w-inverter-pi-3000w-smart-digital-modified-sine-wave-solar-power-usb-12v-dc-to-220vac-dual-output-in-pakistan-iid-ev417439-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,56000.0,Dell,,Used,Laptop,"Hp ProBook 440 g6 Gulgasht Colony, Multan•3 days ago Call Chat",https://www.olx.com.pk/item/hp-probook-440-g6-iid-1109481773,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,12000.0,Dell,,Used,Laptop,"Microsoft Surface 3 DHA Defence, Karachi•2 days ago Call Chat",https://www.olx.com.pk/item/microsoft-surface-3-iid-1109515870,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,11999.0,Dell,,Used,Laptop,"Touch x360 Chromebook | Laptop |4GB/32GB| Best Price With Warranty Gulshan-e-Iqbal Town, Karachi•9 hours ago Call Chat",https://www.olx.com.pk/item/touch-x360-chromebook-laptop-4gb32gb-best-price-with-warranty-iid-1108302663,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,72000.0,Dell,,Used,Laptop,"Dell Latitude e7420 7000 series Corei5-11 Generation/Touch Screen Margalla Enclave, Islamabad•2 weeks ago Call Chat",https://www.olx.com.pk/item/dell-latitude-e7420-7000-series-corei5-11-generationtouch-screen-iid-1109159302,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,40000.0,Dell,,Used,Laptop,"DELL LATITUDE MODELS ARE AVAILABLE! Heerabad, Hyderabad•2 days ago Call Chat",https://www.olx.com.pk/item/dell-latitude-models-are-available-iid-1109530667,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,6650.0,Dell,,Used,Laptop,"Rs 8,500 22% BX-10 Double Mic ANC Earphones for iPhone and Type-C Devices",https://www.olx.com.pk/item/bx-10-double-mic-anc-earphones-for-iphone-and-type-c-devices-iid-ev416884-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Delivery,99000.0,Dell,,Used,Laptop,"Rs 699 86% MiniFlex USB LED Lamp – Flexible Portable Light for Laptop, Keyboard, Power Bank, Night Reading & Travel",https://www.olx.com.pk/item/miniflex-usb-led-lamp-flexible-portable-light-for-laptop-keyboard-power-bank-night-reading-travel-iid-ev460653-1,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Featured,8900.0,HP,,Used,Laptop,"laptop easy installment plan par hasil karen I.I. Chundrigar Road, Karachi•1 week ago Call Chat",https://www.olx.com.pk/item/laptop-easy-installment-plan-par-hasil-karen-iid-1109270510,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
