Title,Price,Category,Condition,Material,Description,URL
Office Tables/Work Station/Computer Tables/Study Tables/Student Table,7499.0,Furniture,New,,"Description Description:
Ergonomic Design
Adjustable height 
360° degree swivel 
Mesh back 
Lumber support for comfort
 Padded seat
High density foam
PP-Nylon base
Imported base with one year warranty

Significance 
Sleek and professional design to complement any office decor
""Elevate your workspace with our ergonomic revolving chair! 
 Experience ultimate comfort and mobility with 360-degree swivel. 
 Adjustable height and lumbar support ensure personalized comfort. 
 Perfect for any office settings.",https://www.olx.com.pk/item/office-tableswork-stationcomputer-tablesstudy-tablesstudent-table-iid-1105431293
Chairs / Sofa Chairs / Wooden Chairs,50000.0,Chair,New,,"Description badt wooden chairs one tebal and bast hand carvings and handemade piece discount cost
Everything has different cost
information For  contact me 
Whatsapp Number  (View phone number)   (View phone number)",https://www.olx.com.pk/item/chairs-sofa-chairs-wooden-chairs-iid-1072959254
EXECUTIVE OFFICE TABLE,90000.0,Table,New,,"Description Excellent Executive Office table 
3 parts with Draws
Laminated surfaces 
6 months used 
Excellent condition and material 
price is little bit negotiable 
Only serious buyers",https://www.olx.com.pk/item/executive-office-table-iid-1101954428
King Chairs,35000.0,Furniture,Used,,"Description Almost New … 
King Chairs for sale",https://www.olx.com.pk/item/king-chairs-iid-1105431318
Set of three tables,25000.0,Furniture,Used,,Description Three tables with wooden frame and glass top. Need to sell because getting some new furniture in place. Condition 8/10,https://www.olx.com.pk/item/set-of-three-tables-iid-1105431375
Bed set,80000.0,Bed,New,Wood,Description bed two side tables dressing and mirror,https://www.olx.com.pk/item/bed-set-iid-1105431380
Counter for Shop,16999.0,Furniture,Used,,"Description Counter for Shop. 
Condition 9/10. 
Same as in picture. 
Price could be negotiable.",https://www.olx.com.pk/item/counter-for-shop-iid-1105431402
6 seater L shape Sofa Set,25000.0,Furniture,Used,,Description Available to see only on Saturday and Sunday. Price is negotiable.,https://www.olx.com.pk/item/6-seater-l-shape-sofa-set-iid-1105431403
Sofa Cumbeds of Medicated material are available at wholesale prices,6950.0,Furniture,New,,"Description Medicated Foam Sofa Cum Beds at Wholesale Prices!

Get the best deals on our premium medicated foam sofa cum beds, available in a range of attractive colors!

Features:
- High-density medicated foam for optimal comfort and support
- Converts easily from sofa to bed
- Durable and stain-resistant fabric
- Ideal for homes, offices, and healthcare facilities 

Size and Prices:
-3 seater Size = 72x60 = RS 16000
-3 seater Size = 72x55 = RS 14000
-2 seater Size = 72x52 = RS 12000
-2 seater Size = 72x46 = RS 9500
-Single seat Size = 72x27 = RS 7000

Location : Rawalpindi Misriyal Road/Range Road

Contact : 24/7 Call or Whatsapp 
for online Delivery and Details
- Phone: 0334
                5385
                706",https://www.olx.com.pk/item/sofa-cumbeds-of-medicated-material-are-available-at-wholesale-prices-iid-1099174476
"Central Carpet length almost 8 fit, width almost 5 fit",10000.0,Furniture,Used,,"Description Central Carpet California length almost 8 fit, width almost 5 fit, good & New Condition pls contact WhatsApp no ( O Three Four Five Six One Three Eight Nine One Five)",https://www.olx.com.pk/item/central-carpet-length-almost-8-fit-width-almost-5-fit-iid-1102419370
wardrobe / wooden almari / 3 door wardrobe / furniture,35000.0,Wardrobe,Used,,"Description pure wooden 3 door wardrobe 
condition 10/9 
size 6 fit length 6 fit wirgth 
only 5 month used 
broker hazrat profile sa dur rahy 
contact me only serious byers 
ph# 0/3/2/1/3/3/5/0/0/3/3",https://www.olx.com.pk/item/wardrobe-wooden-almari-3-door-wardrobe-furniture-iid-1105302750
Wooden Almari for sale,5000.0,Wardrobe,Used,,Description Wooden almari for sale in reasonable price,https://www.olx.com.pk/item/wooden-almari-for-sale-iid-1105431047
Dressing table,12000.0,Furniture,Used,,Description In good condition.  Only seriously buyers contact me.,https://www.olx.com.pk/item/dressing-table-iid-1105431067
Looking mirror 3.5*6,20000.0,Furniture,Used,,"Description Cardboard sheet
glass and mirror 
3.5*6
Good quality glass and paint used 
in good condition 
9/10",https://www.olx.com.pk/item/looking-mirror-356-iid-1105431077
bed and side taBles,40000.0,Bed,Used,Wood,Description new bUt uSed in 5 to 6 mnthS,https://www.olx.com.pk/item/bed-and-side-tables-iid-1105431084
Bedroom Set,70000.0,Bed,Used,Wood,"Description Double bed without mattress, with dresser and sliding wardrobe. 
perfect condition, even not required polish etc. 
selling due to less space",https://www.olx.com.pk/item/bedroom-set-iid-1102239235
Camping Tent for sale,5500.0,Furniture,New,,"Description Automatic double layer Camping tent For Sale 
Automatic Camping tent 
2 Door
2 window
2 Person
Automatic 
best ffor Traveling 
Beautiful tent 
2Kg 
final price
35 Age waly 2 Bandy Ander llet skty hen",https://www.olx.com.pk/item/camping-tent-for-sale-iid-1104219946
Chairs Table For Sale,4500.0,Furniture,Used,,"Description Per Chair 4500 
Per Table 10000
1 Table+ 4 chairs set 25000",https://www.olx.com.pk/item/chairs-table-for-sale-iid-1105431107
Used Sofa cum bed,9000.0,Furniture,Used,,"Description used sofa cum bed , good condition",https://www.olx.com.pk/item/used-sofa-cum-bed-iid-1105431112
new one year us,36000.0,Sofa,New,,Description I need money so sail new sofa set,https://www.olx.com.pk/item/new-one-year-us-iid-1105431125
Sofa set 3+2 seater for sale,20000.0,Sofa,Used,,Description Sofa set 3+2 seater for sale,https://www.olx.com.pk/item/sofa-set-32-seater-for-sale-iid-1105431138
"iron case, peti with stand",20000.0,Furniture,Used,,"Description 21 Gage, double door, spacious space, 
with stand and used but not rough , neat and clean quality, no dent, condition 9/10",https://www.olx.com.pk/item/iron-case-peti-with-stand-iid-1105431145
iron double bed with mattress,50000.0,Bed,Used,Iron,"Description condition 8/10 
spring mattress",https://www.olx.com.pk/item/iron-double-bed-with-mattress-iid-1105431176
"Bed with Almari and side tables, mattress add nae hai",20000.0,Bed,Used,Wood,"Description Asalam o alaiqum
Bed with Almari heavy wooden ki hai, and 2 side tables, mattress add nae hai ismie. 
sheesham ki lakri pe bana hua va hai, ismie keera ya khatmal kabhi nae lagta. 
demand jaiz wale likh raha hun 20000
thori bahut gunjaish hojayegi
urgent sell krna hai.",https://www.olx.com.pk/item/bed-with-almari-and-side-tables-mattress-add-nae-hai-iid-1105431187
office and gaming chair 18000,18000.0,Chair,New,,Description all new ha just abhi laya ho no fault no repaire contact  (View phone number),https://www.olx.com.pk/item/office-and-gaming-chair-18000-iid-1104224430
5 Seater sofa,25000.0,Sofa,Used,,Description Like new only serious buyers contact on WhatsApp 0/3/1/1/5/6/7/3/0/9/2,https://www.olx.com.pk/item/5-seater-sofa-iid-1105431195
"SMALL STUDENT STUDY CHAIR,SCHOOL COLLEGE CHAIR,OFFICE FURNITURE. 000",1899.0,Furniture,New,,"Description TEL: 0,3,2,1,6,1,6,8,O,O,2
WE ARE MANUFACTURER OF MONTESSORI FURNITURE, SCHOOL FURNITURE,
STUDENT CHAIR PRICE,STUDENT CHAIRS,STUDENT DESK CHAIR,OFFICE CHAIR,STUDENT CHAIR WITH WRITING PAD. 
STUDENT CHAIRS STUDY CHAIRS CLASSROOM CHAIRS EXAM CHAIRS TABLET CHAIRS SCHOOL CHAIRS ARM REST CHAIR. EXECUTIVE STUDENT CHAIR, COMFORTABLE COACHING CHAIR, TRAINING CHAIR.",https://www.olx.com.pk/item/small-student-study-chairschool-college-chairoffice-furniture-000-iid-1104504634
Wood palai,2200.0,Furniture,Used,,"Description Assalamualikum 
5 wood palai peice available 
per piece 2200
Size : 8 fit lambai
          3.5 fit corhai
Contact : O 3 3 1 2 O 3 8 8 4 2 
Location: Malir halt, Karachi, Rafah e aam Society",https://www.olx.com.pk/item/wood-palai-iid-1104225153
iron bad,25000.0,Bed,Used,Iron,Description iron bad for sell. siz 6.6. 5 . condition pics me dkh skty hn . kahen sa toota Howa ya damage ni hy . without matters,https://www.olx.com.pk/item/iron-bad-iid-1104992515
Single bed with side table and mattress included,48000.0,Bed,Used,Wood,"Description Single wooden bed 
Side table included 
Mattress included 
Condititon 9/10",https://www.olx.com.pk/item/single-bed-with-side-table-and-mattress-included-iid-1105430797
car light / mini washing machine / Car Clean Spray / derma roller,3500.0,Furniture,New,,Description jisne pehle order confirm kardiya ye oska howa Wholesale package me lelo contact me whatsapp chat  (View phone number),https://www.olx.com.pk/item/car-light-mini-washing-machine-car-clean-spray-derma-roller-iid-1105430804
multani chair,18000.0,Furniture,Used,,Description multani chair very khubsurat colorful very beautiful,https://www.olx.com.pk/item/multani-chair-iid-1105430847
"9 seat sofa set, 03 tables, refurbished bed set with 02 high chairs",25000.0,Sofa,Used,,"Description Used with care, selling due to moving out. Complete furnisher is own used. Look n set price please.",https://www.olx.com.pk/item/9-seat-sofa-set-03-tables-refurbished-bed-set-with-02-high-chairs-iid-1098482477
Modern High Back Sofa Chair with Round Table,20000.0,Furniture,Used,,Description Available to see only on Saturday and Sunday. Price is negotiable.,https://www.olx.com.pk/item/modern-high-back-sofa-chair-with-round-table-iid-1105430890
bamboo sofa set,20000.0,Sofa,Used,,"Description 3 + 1+1  sofa set 
good condition",https://www.olx.com.pk/item/bamboo-sofa-set-iid-1105430915
Bed with mattress wardrobe and Dressing table,70000.0,Bed,Used,Others,Description Bed with mattress wardrobe and Dressing table,https://www.olx.com.pk/item/bed-with-mattress-wardrobe-and-dressing-table-iid-1105430936
computer chair /Executive Chair/Officer chair/CEO chair/Boss chair,7799.0,Chair,New,,"Description Description:
Ergonomic Design
Adjustable height 
360° degree swivel 
Mesh back 
Lumber support for comfort
 Padded seat
High density foam
PP-Nylon base
Imported base with one year warranty

Significance 
Sleek and professional design to complement any office decor
""Elevate your workspace with our ergonomic revolving chair! 
 Experience ultimate comfort and mobility with 360-degree swivel. 
 Adjustable height and lumbar support ensure personalized comfort. 
 Perfect for any office settings.",https://www.olx.com.pk/item/computer-chair-executive-chairofficer-chairceo-chairboss-chair-iid-1105430949
Urgent Sell (Jo ha jesa ha k Bunyad pr),41000.0,Bed,Used,Wood,"Description bed, side tables, dressing table, Showcase urgent sell krna ha",https://www.olx.com.pk/item/urgent-sell-jo-ha-jesa-ha-k-bunyad-pr-iid-1105430953
Wooden Pallets,60000.0,Furniture,Used,,"Description Pallets are available in bulk quantity
Stronger than other shipping containers
All the pallets are available in excellent condition
Imported Pallet size 2'*3'
Usage of pallets:
Store,protection,transport material
Sofa,bed designs etc
Discount for wholesale dealers
Contact  (View phone number)",https://www.olx.com.pk/item/wooden-pallets-iid-1061756503
Excellent quality bed with side tables and dressing,90000.0,Bed,New,Wood,"Description Excellent quality bed 
Fully wodden 
With side tables and Dressing 
Matress and mirror included 
Condition of everything 10/10",https://www.olx.com.pk/item/excellent-quality-bed-with-side-tables-and-dressing-iid-1105430030
help please,10000.0,Furniture,New,,Description contact help AP ke support chaiea,https://www.olx.com.pk/item/help-please-iid-1105431010
Computer Tables/Office Table/Study Tables/Workstations/Meeting Tables,3499.0,Furniture,New,,"Description Materials And Sizes:
(3×2) 3499
(4×2) 6499

Lamination Top with PVC edge binding tape
Metal Frame (20 Gauge)

Colours:
Black, White, Dark Brown, Wooden, Hazelnut

HOME DELIVERY AVAILABLE IN LAHORE. 

For More Info Contact On Whatsapp:
 (View phone number)",https://www.olx.com.pk/item/computer-tablesoffice-tablestudy-tablesworkstationsmeeting-tables-iid-1087893587
Slightly used wooden bed with mattress   In good condition,40000.0,Bed,Used,Wood,"Description King size wooden bed in very very good condition and with mattress 
Contact quick if you are interested there are 3 offers of 37000 already",https://www.olx.com.pk/item/slightly-used-wooden-bed-with-mattress-in-good-condition-iid-1105323549
Office or clinic table,17000.0,Table,New,,Description Gently used and in very good condition selling because of space shortage 5mm top mirror included,https://www.olx.com.pk/item/office-or-clinic-table-iid-1105430518
Sofa set in good condition for sale,35000.0,Sofa,Used,,Description (Chat with seller)  contact on this number and only serious buyers can contact,https://www.olx.com.pk/item/sofa-set-in-good-condition-for-sale-iid-1105430590
XTRICK IMPORTED Gaming table premium quality alloys,35000.0,Table,New,,"Description weight 18 kg approximately 
steel alloy 
imported from china 
big size 
see detail in picture",https://www.olx.com.pk/item/xtrick-imported-gaming-table-premium-quality-alloys-iid-1099298547
office chairs,4500.0,Furniture,Used,,Description I change my profession.,https://www.olx.com.pk/item/office-chairs-iid-1101606331
Sheesham Wood Solid Bed,50000.0,Bed,Used,Wood,"Description Soldi sheesham wold bed 
2 side tables 
Mattres not included
In good condition 
8/10",https://www.olx.com.pk/item/sheesham-wood-solid-bed-iid-1103885797
4 set for sale,68500.0,Bed,Used,Others,"Description barish ki wjha say day rhy hn khrba na ho jyae urgent sale krna ha 
فور پیس فرنیچر برائے فروخت
الماری ڈریسنگ ڈیوائیڈر بیڈ",https://www.olx.com.pk/item/4-set-for-sale-iid-1105430602
lasani wood king size bed,50000.0,Bed,Used,Wood,"Description king size bed hai 
pure A quality lasani sheet Mai bana huwa hai
nursery showroom the icon furniture se purchase kiya tha 1lac 65 hazar ka 
sell 50k with mattress mattress Purana hai
Tariq road per ghar hai Maira

03/12/ 884/ 8888",https://www.olx.com.pk/item/lasani-wood-king-size-bed-iid-1105430603
elegant sheesham wood wall frame,20000.0,Sofa,Used,,"Description its almost brand new elegant wall frame made of quality sheesham wood with bevelled looking mirror , quality polished and beautifully designed. a perfect addition to your decor.",https://www.olx.com.pk/item/elegant-sheesham-wood-wall-frame-iid-1105430626
velvet Sofa set,20000.0,Sofa,Used,,"Description Brown velevt sofas
3 + 2+ 1 
Unbreakable",https://www.olx.com.pk/item/velvet-sofa-set-iid-1105430659
Brand New Sofa Cum Bed  Wholesale Price,25000.0,Furniture,New,,"Description Upgrade your living space with this brand-new sofa cum bed, designed for style, comfort, and functionality. Perfect for homes, offices, or guest rooms, this versatile piece easily transforms from a modern sofa into a comfortable bed within seconds. 

 Key Features:

Brand New – Freshly made, never used, sealed in protective plastic. 

Wholesale Price – Best price guaranteed, direct from manufacturer. 

2-in-1 Design – Functions as both a stylish sofa and a spacious bed. 

Premium Upholstery – High-quality velvet fabric with a luxurious finish. 

Sturdy Frame – Durable wooden structure with strong support. 

Easy Conversion – Smooth folding mechanism for quick sofa-to-bed setup. 

Space-Saving – Ideal for apartments, lounges, and compact spaces. 

Elegant Design – Adds a modern touch to any room décor.",https://www.olx.com.pk/item/brand-new-sofa-cum-bed-wholesale-price-iid-1105430661
